ticker,UK bonds,US bonds,Europe equities,UK equities,US equities
UK bonds,0.005358399113451748,0.0019830455522389075,-0.001924345390785029,-0.0013319023663720575,-0.002856528083653606
US bonds,0.0019830455522389075,0.001985615132803337,-0.002145335782246772,-0.0019868560528180815,-0.0034348258983250175
Europe equities,-0.001924345390785029,-0.002145335782246772,0.029751287694241426,0.02369201902355368,0.021730246683321686
UK equities,-0.0013319023663720575,-0.0019868560528180815,0.02369201902355368,0.024662910318857787,0.019370724454022888
US equities,-0.002856528083653606,-0.0034348258983250175,0.021730246683321686,0.019370724454022888,0.03791741652270547
